rc_index_no,rc_book,rc_continent,rc_patria_original,rc_patria,rc_list_number_original,rc_list_number,weber_list_no,pp_page,schnetz_page,rc_toponym,weber_look_up_key,weber_no,tp_name_weber,tp_alt_name_weber,talbert_gridsquare,talbert_id,rc_name_weber,rc_name,rc_uri,rc_page,rc_itinerary,rc_itin_no,ku_id,on_tp,pleiades_id,ku_gridsquare,ku_name_lookup,talbert_name_lookup,pleiades_name_lookup,ku_uri_lookup,talbert_uri_lookup,pleiades_uri_lookup,rep_lat,rep_long,ku_x,ku_y,region_id,region,primary_source,other_sources
67,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Antopolis,2 Antopolis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
68,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Modmot,2 Modmot,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
69,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Antera,2 Antera,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
70,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Gobdie,2 Gobdie,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
71,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Belfra,2 Belfra,414,Beltra,Belтra. vıııı.,R. Talbert: * 11B2 ,2723,II2 Belfra,Belfra,"<a href=""sources.html?pars=2&amp;typ=rc#c2""",2,c2,2,1864,TRUE,/, 11B2,Beltra,Beltra,,https://tp-online.ku.de/trefferanzeige_en.php?id=1864,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2723.html,,0,0,0.563923416,-0.017781623,2.2,India Themantica & Elatis,Castorius (Roman),-
72,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Crubicaria,2 Crubicaria,1404,Orubicaria ?,orubıcarıa. xvııı.,R. Talbert: orvbicaria 11B2 ,2750,II2 Crubicaria,Crubicaria,"<a href=""sources.html?pars=2&amp;typ=rc#c2""",2,c2,2,1894,TRUE,906021, 11B2,orubicaria (Orubicaria),orvbicaria,Orubicaria,https://tp-online.ku.de/trefferanzeige_en.php?id=1894,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2750.html,https://pleiades.stoa.org/places/906021,0,0,0.568783233,-0.018346082,2.2,India Themantica & Elatis,Castorius (Roman),-
73,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Divina,2 Divina,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
74,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Sostrate,2 Sostrate,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
75,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Porrepa,2 Porrepa,1534,Portipa,Porтıpa. xıı.,R. Talbert: * 11C2 ,2777,II2 Porrepa,Porrepa,"<a href=""sources.html?pars=2&amp;typ=rc#c2""",2,c2,2,1923,TRUE,930237, 11C2,Portipa,Portipa,Poryospana/Portospana/Portippa,https://tp-online.ku.de/trefferanzeige_en.php?id=1923,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2777.html,https://pleiades.stoa.org/places/930237,0,0,0.566784824,-0.027441123,2.2,India Themantica & Elatis,Castorius (Roman),-
76,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,44,16,Nessaci,2 Nessaci,1355,Nisaci,Ӈıſacı. xıı.,R. Talbert: * 11C2 ,2776,II2 Nessaci,Nessaci,"<a href=""sources.html?pars=2&amp;typ=rc#c2""",2,c2,2,1922,TRUE,930220, 11C2,Nisaci,Nisaci,Niserge,https://tp-online.ku.de/trefferanzeige_en.php?id=1922,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2776.html,https://pleiades.stoa.org/places/930220,0,0,0.565131736,-0.027286858,2.2,India Themantica & Elatis,Castorius (Roman),-
77,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,45,16,Aspada,2 Aspada,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
78,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,45,16,Mardane,2 Mardane,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
79,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,45,16,Murge,2 Murge,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
80,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,45,16,Thermantica,2 Thermantica,1894,Thermantica,Tʜermanтıca. xx.,R. Talbert: * 11B2 ,2749,II2 Thermantica,Thermantica,"<a href=""sources.html?pars=2&amp;typ=rc#c2""",2,c2,2,1892,TRUE,/, 11B2,Thermantica,Thermantica,,https://tp-online.ku.de/trefferanzeige_en.php?id=1892,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2749.html,,0,0,0.566198515,-0.020183592,2.2,India Themantica & Elatis,Castorius (Roman),-
81,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,45,16,Aris,2 Aris,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
82,2,Asia,India Themantica & Elatis,India Themantica & Elatis,2a,2a,2,45,16,Bacesia,2 Bacesia,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.2,India Themantica & Elatis,Castorius (Roman),-
83,2,Asia,India Serica,India Serica,3a,3a,3,45,16,Aspagora,3 Aspagora,340,Aspacora,Aspacoʀa.,R. Talbert: * 11B4 ,2742,II3 Aspagora,Aspagora,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1885,TRUE,/, 11B4,Aspacora,Aspacora,,https://tp-online.ku.de/trefferanzeige_en.php?id=1885,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2742.html,,0,0,0.594996619,-0.016810917,2.3,India Serica,Castorius (Roman),-
84,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Thibrasense,3 Thibrasense,1909,Thubra(ss)ene,Thubraßene. ⅼıı.,R. Talbert: Thvbrassene 11B4 ,2741,II3 Thibrasense,Thibrasense,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1884,TRUE,/, 11B4,Thubrassene,Thvbrassene,,https://tp-online.ku.de/trefferanzeige_en.php?id=1884,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2741.html,,0,0,0.591804333,-0.016488509,2.3,India Serica,Castorius (Roman),-
85,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Aris,3 Aris,,,,,2740,,,,,,,1883,TRUE,29540, 11B4,Aris,Aris,Dahan-i Ghulaman/Zra(n)ka?,https://tp-online.ku.de/trefferanzeige_en.php?id=1883,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2740.html,https://pleiades.stoa.org/places/29540,30.79630803,61.63609167,0.588013663,-0.015650628,2.3,India Serica,Castorius (Roman),-
86,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Ola,3 Ola,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
87,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Ganges,3 Ganges,,,,,2760,,,,,,,1905,TRUE,59821,,,,Gange,,,https://pleiades.stoa.org/places/59821,25.425265,81.810766,0.589776147,-0.021776653,2.3,India Serica,Castorius (Roman),-
88,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Ustobarisata,3 Ustobarisata,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
89,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Indovar,3 Indovar,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
90,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Parcha,3 Parcha,1468,Pharca,Pharca. xxv.,R. Talbert: * 11B4 ,2759,II3 Parcha,Parcha,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1903,TRUE,/, 11B4,Pharca,Pharca,,https://tp-online.ku.de/trefferanzeige_en.php?id=1903,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2759.html,,0,0,0.585877447,-0.016436111,2.3,India Serica,Castorius (Roman),-
91,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Arate,3 Arate,279,Arate,Araтe. xvıı.,R. Talbert: * 11B3 ,2758,II3 Arate,Arate,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1902,TRUE,59835, 11B3,Arate,Arate,(H)Eorta/Sageda,https://tp-online.ku.de/trefferanzeige_en.php?id=1902,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2758.html,https://pleiades.stoa.org/places/59835,26.953896,81.857671,0.583412807,-0.015947299,2.3,India Serica,Castorius (Roman),-
92,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Bactriana,3 Bactriana,,,,,2757,,,,,,,1901,TRUE,30213, 11B3,Bacinora,Bacinora,Bacinora,https://tp-online.ku.de/trefferanzeige_en.php?id=1901,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2757.html,https://pleiades.stoa.org/places/30213,0,0,0.581108678,-0.01575057,2.3,India Serica,Castorius (Roman),-
93,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Lumosa,3 Lumosa,,,,,2755,,,,,,,1899,TRUE,30222, 11B3,Cetrora,Cetrora,Cetrora,https://tp-online.ku.de/trefferanzeige_en.php?id=1899,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2755.html,https://pleiades.stoa.org/places/30222,0,0,0.578523151,-0.015958335,2.3,India Serica,Castorius (Roman),-
94,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Palibothra,3 Palibothra,1419,Palibotra,Palıboтra ꝺ,R. Talbert: * 11B3 ,2756,II3 Palibothra,Palibothra,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1900,TRUE,59978, 11B3,Palibotra,Palibotra,Palibothra,https://tp-online.ku.de/trefferanzeige_en.php?id=1900,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2756.html,https://pleiades.stoa.org/places/59978,25.614443,85.13502,0.584055949,-0.019469027,2.3,India Serica,Castorius (Roman),-
95,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Cistrope,3 Cistrope,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
96,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Serisia,3 Serisia,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
97,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Pasticar,3 Pasticar,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
98,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Araubula,3 Araubula,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
99,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Tribassus,3 Tribassus,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
100,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Paligas,3 Paligas,1420,Palitas,Palıтas. xv,R. Talbert: * 11B3 ,2737,II3 Paligas,Paligas,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1879,TRUE,/, 11B3,Palitas,Palitas,,https://tp-online.ku.de/trefferanzeige_en.php?id=1879,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2737.html,,0,0,0.57397426,-0.013247872,2.3,India Serica,Castorius (Roman),-
101,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Propasta,3 Propasta,1555,Propasta,Pʀopasтa. xxv.,R. Talbert: * 11B3 ,2739,II3 Propasta,Propasta,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1881,TRUE,29718, 11B3,Propasta,Propasta,Phra(da)/Prophthasia/Frakh-kar-Peroz,https://tp-online.ku.de/trefferanzeige_en.php?id=1881,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2739.html,https://pleiades.stoa.org/places/29718,32.38211901,62.11165287,0.581691124,-0.014341109,2.3,India Serica,Castorius (Roman),-
102,2,Asia,India Serica,India Serica,3a,3a,3,46,16,Labiana,3 Labiana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
103,2,Asia,India Serica,India Serica,3a,3a,3,47,16,Solinga,3 Solinga,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
104,2,Asia,India Serica,India Serica,3a,3a,3,47,16,Age,3 Age,1309,Nagae,Ӈagae.,R. Talbert: * 11B2 ,2728,II3 Age,Age,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1869,TRUE,944519, 11B2,Nagae,Nagae,Tagai,https://tp-online.ku.de/trefferanzeige_en.php?id=1869,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2728.html,https://pleiades.stoa.org/places/944519,0,0,0.570861452,-0.013183849,2.3,India Serica,Castorius (Roman),-
105,2,Asia,India Serica,India Serica,3a,3a,3,47,16,Europos,3 Europos,,,,,2727,,,,,,,1868,TRUE,903104, 11B2,Europos,Evropos,Rhaga(i)/Europos/Arsakia/Ray,https://tp-online.ku.de/trefferanzeige_en.php?id=1868,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2727.html,https://pleiades.stoa.org/places/903104,35.594267,51.447163,0.566365165,-0.014727722,2.3,India Serica,Castorius (Roman),-
106,2,Asia,India Serica,India Serica,3a,3a,3,47,16,Asacorum,3 Asacorum,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
107,2,Asia,India Serica,India Serica,3a,3a,3,47,16,Indrapana,3 Indrapana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
108,2,Asia,India Serica,India Serica,3a,3a,3,47,16,Absbana,3 Absbana,333,Asbana,Aſbana. xx.,R. Talbert: * 11A4 ,2734,II3 Absbana,Absbana,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1876,TRUE,/, 11A4,Asbana,Asbana,,https://tp-online.ku.de/trefferanzeige_en.php?id=1876,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2734.html,,0,0,0.592851954,-0.010526845,2.3,India Serica,Castorius (Roman),-
109,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Tropsasia,3 Tropsasia,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
110,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Carcoe,3 Carcoe,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
111,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Sistata,3 Sistata,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
112,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Cosata,3 Cosata,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
113,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Tosorata,3 Tosorata,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
114,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Races,3 Races,1581,Rages,Rages. x,R. Talbert: * 11B3 ,2753,II3 Races,Races,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1897,TRUE,/, 11B3,Rages,Rages,,https://tp-online.ku.de/trefferanzeige_en.php?id=1897,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2753.html,,0,0,0.574026098,-0.016420825,2.3,India Serica,Castorius (Roman),-
115,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Lomusa,3 Lomusa,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
116,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Simtura,3 Simtura,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
117,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Indovarium,3 Indovarium,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
118,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Ange,3 Ange,207,Ange,Ange. xvı.,R. Talbert: * 11B2 ,2752,II3 Ange,Ange,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1896,TRUE,/, 11B2,Ange,Ange,,https://tp-online.ku.de/trefferanzeige_en.php?id=1896,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2752.html,,0,0,0.571987734,-0.016814046,2.3,India Serica,Castorius (Roman),-
119,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Morrana,3 Morrana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
120,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Paspora,3 Paspora,,,,,2726,,,,,,,1867,TRUE,/, 11B2,Pascara,Pascara,,https://tp-online.ku.de/trefferanzeige_en.php?id=1867,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2726.html,,0,0,0.566276982,-0.015464716,2.3,India Serica,Castorius (Roman),-
121,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Tudana,3 Tudana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
122,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Dirica,3 Dirica,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
123,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Baccas,3 Baccas,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
124,2,Asia,India Serica,India Serica,3a,3a,3,47,17,Saphar,3 Saphar,,,,,2732,,,,,,,1874,TRUE,954327, 11A4,Saphani,Saphani,Saphri,https://tp-online.ku.de/trefferanzeige_en.php?id=1874,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2732.html,https://pleiades.stoa.org/places/954327,0,0,0.584839444,-0.010462392,2.3,India Serica,Castorius (Roman),-
125,2,Asia,India Serica,India Serica,3a,3a,3,48,17,Spane,3 Spane,,,,,2725,,,,,,,1866,TRUE,942322, 11B2,Spane,Spane,[Semnan]/Semina,https://tp-online.ku.de/trefferanzeige_en.php?id=1866,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2725.html,https://pleiades.stoa.org/places/942322,35.572351,53.396022,0.565366245,-0.016364241,2.3,India Serica,Castorius (Roman),-
126,2,Asia,India Serica,India Serica,3a,3a,3,48,17,Antiochia,3 Antiochia,,,,,2736,,,,,,,1878,TRUE,961873, 11A5,Antiochia,+ntiochia,Alexandria/Antiochia/Merv,https://tp-online.ku.de/trefferanzeige_en.php?id=1878,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2736.html,https://pleiades.stoa.org/places/961873,37.66639107,62.19212177,0.599782182,-0.009866089,2.3,India Serica,Castorius (Roman),-
127,2,Asia,India Serica,India Serica,3a,3a,3,48,17,Acetis,3 Acetis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
128,2,Asia,India Serica,India Serica,3a,3a,3,48,17,Oscanibate,3 Oscanibate,1406,Oscanidati,Oſcanıꝺaтı. xxıı.,R. Talbert: * 11A4 ,2733,II3 Oscanibate,Oscanibate,"<a href=""sources.html?pars=2&amp;typ=rc#c3""",2,c3,3,1875,TRUE,/, 11A4,Oscanidati,Oscanidati,,https://tp-online.ku.de/trefferanzeige_en.php?id=1875,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2733.html,,0,0,0.589194815,-0.010549082,2.3,India Serica,Castorius (Roman),-
129,2,Asia,India Serica,India Serica,3a,3a,3,48,17,Thage,3 Thage,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
130,2,Asia,India Serica,India Serica,3a,3a,3,48,17,Gugitana,3 Gugitana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.3,India Serica,Castorius (Roman),-
131,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Concabas,4 Concabas,,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,2.4,Parthia,Castorius (Roman),-
132,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Aradum,4 Aradum,,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,2.4,Parthia,Castorius (Roman),-
133,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Tarspeda,4 Tarspeda,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.4,Parthia,Castorius (Roman),-
134,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Zercane,4 Zercane,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.4,Parthia,Castorius (Roman),-
135,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Orta,4 Orta,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.4,Parthia,Castorius (Roman),-
136,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Sismaida,4 Sismaida,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.4,Parthia,Castorius (Roman),-
137,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Artaxata,4 Artaxata,,,,,2504,,,,,,,1622,TRUE,876566, 10B5,Anteba,Anteba,Anteba,https://tp-online.ku.de/trefferanzeige_en.php?id=1622,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2504.html,https://pleiades.stoa.org/places/876566,0,0,0.534908958,-0.012732904,2.4,Parthia,Castorius (Roman),-
138,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Zotozeta,4 Zotozeta,,,,,2495,,,,,,,1618,TRUE,874806, 10A4,Coloceia,Coloceia,*Zolocerta/Coloceia,https://tp-online.ku.de/trefferanzeige_en.php?id=1618,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2495.html,https://pleiades.stoa.org/places/874806,39.9694305,44.2271385,0.531508722,-0.009686127,2.4,Parthia,Castorius (Roman),-
139,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Ragauna,4 Ragauna,1590,Raugonia,Raugonıa. xxıııı. | xxxvıııı.,R. Talbert: Ravgonia 10A4 ,2493,II4 Ragauna,Ragauna,"<a href=""sources.html?pars=2&amp;typ=rc#c4""",2,c4,4,1616,TRUE,874375, 10A4,Raugonia,Ravgonia,Bagauna/Sagouana,https://tp-online.ku.de/trefferanzeige_en.php?id=1616,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2493.html,https://pleiades.stoa.org/places/874375,39.603879,43.519713,0.527631742,-0.009029747,2.4,Parthia,Castorius (Roman),-
140,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Arsania,4 Arsania,,,,,2538,,,,,,,1664,TRUE,874295,,,,Acachia,,,https://pleiades.stoa.org/places/874295,39.542222,42.771666,0.519414554,-0.013923182,2.4,Parthia,Castorius (Roman),-
141,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Isumbo,4 Isumbo,1091,Isumbo,Isvmbo.,R. Talbert: Isvmbo 10B5 ,2501,II4 Isumbo,Isumbo,"<a href=""sources.html?pars=2&amp;typ=rc#c4""",2,c4,4,1625,TRUE,874529, 10B5,Isumbo,Isvmbo,Isumbo/Patansana/Zombis,https://tp-online.ku.de/trefferanzeige_en.php?id=1625,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2501.html,https://pleiades.stoa.org/places/874529,39.2333101,42.8626169,0.539060088,-0.014566549,2.4,Parthia,Castorius (Roman),-
142,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Aspa,4 Aspa,,,,,,,,,,,,0,FALSE,902990,,,,Aspadana/(I)Spahan/Gay/Gabai?,,,,,,,,2.4,Parthia,Castorius (Roman),-
143,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Eurobus,4 Eurobus,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,2.4,Parthia,Castorius (Roman),-
144,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Mardusa,4 Mardusa,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,2.4,Parthia,Castorius (Roman),-
145,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Disma,4 Disma,,,,,,,,,,,,,FALSE,874453,,,,Didima,,,https://pleiades.stoa.org/places/874453,39.649111,43.325651,,,2.4,Parthia,Castorius (Roman),-
146,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Ymoa,4 Ymoa,,,,,,,,,,,,0,FALSE,874520,,,,Indua,,,https://pleiades.stoa.org/places/874520,39.610277,42.9925,,,2.4,Parthia,Castorius (Roman),-
147,2,Asia,Parthia,Parthia,4a,4a,4,49,17,Calata,4 Calata,,,,,,,,,,,,0,FALSE,874409,,,,Calata,,,https://pleiades.stoa.org/places/874409,38.752777,42.494444,,,2.4,Parthia,Castorius (Roman),-
148,2,Asia,Parthia,Parthia,4a,4a,4,50,17,Dizanas,4 Dizanas,,,,,2599,,,,,,,1729,TRUE,874450, 10B4,Dyzanas,Dyzanas,Dauduana/Dyzanas,https://tp-online.ku.de/trefferanzeige_en.php?id=1729,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2599.html,https://pleiades.stoa.org/places/874450,38.477152,42.297672,0.528629206,-0.011571035,2.4,Parthia,Castorius (Roman),-
149,2,Asia,Parthia,Parthia,4a,4a,4,50,17,Tigranocerta,4 Tigranocerta,,,,,2582,,,,,,,1711,TRUE,874774, 10B3,Triganocarten,Triganocarten,Tigranocerta/Cholimma/Chlomaron,https://tp-online.ku.de/trefferanzeige_en.php?id=1711,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2582.html,https://pleiades.stoa.org/places/874774,37.97703939,41.38204995,0.521494556,-0.01150595,2.4,Parthia,Castorius (Roman),-
150,2,Asia,Parthia,Parthia,4a,4a,4,50,17,Caspi,4 Caspi,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,2.4,Parthia,Castorius (Roman),-
151,2,Asia,Parthia,Parthia,4a,4a,4,50,17,Ondacara,4 Ondacara,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.4,Parthia,Castorius (Roman),-
152,2,Asia,Parthia,Parthia,4a,4a,4,50,17,Gebbin,4 Gebbin,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.4,Parthia,Castorius (Roman),-
